metric,sn,scan_id,scan_processed_date,mean,median,min,max
Can Max Denting (mm),LH1T-267,2600,2024-02-05 15:35:19,0.056,0.05610,0.03026,0.09325
Can Circularity (Dmin/Dmax) (%),LH1T-267,2600,2024-02-05 15:35:19,99.186,99.14442,98.90709,99.73574
Can Wall Thickness (mm),LH1T-267,2600,2024-02-05 15:35:19,0.231,0.23119,0.22791,0.23648
Can Inner Diameter (mm),LH1T-268,2601,2024-02-05 15:44:41,20.545,20.54170,20.51245,20.61508
Can Max Denting (mm),LH1T-268,2601,2024-02-05 15:44:41,0.053,0.05322,0.03615,0.07872
Can Wall Thickness (mm),LH1T-268,2601,2024-02-05 15:44:41,0.231,0.23101,0.22755,0.23507
Can Circularity (Dmin/Dmax) (%),LH1T-268,2601,2024-02-05 15:44:41,99.273,99.22584,98.96563,99.81800
Can Outer Diameter (mm),LH1T-268,2601,2024-02-05 15:44:41,21.006,21.00374,20.97516,21.08520
Can Inner Diameter (mm),LH1T-269,2602,2024-02-05 15:54:00,20.549,20.54429,20.51414,20.65560
Can Outer Diameter (mm),LH1T-269,2602,2024-02-05 15:54:00,21.011,21.00660,20.97768,21.12725
Can Max Denting (mm),LH1T-269,2602,2024-02-05 15:54:00,0.052,0.05208,0.03404,0.07277
Can Circularity (Dmin/Dmax) (%),LH1T-269,2602,2024-02-05 15:54:00,99.145,99.11016,98.85077,99.74827
Can Wall Thickness (mm),LH1T-269,2602,2024-02-05 15:54:00,0.231,0.23069,0.22782,0.23584
Can Inner Diameter (mm),LH1T-270,2603,2024-02-05 16:03:24,20.547,20.54293,20.51242,20.61574
Can Outer Diameter (mm),LH1T-270,2603,2024-02-05 16:03:24,21.009,21.00683,20.97483,21.08632
Can Max Denting (mm),LH1T-270,2603,2024-02-05 16:03:24,0.051,0.05249,0.02774,0.07580
Can Wall Thickness (mm),LH1T-270,2603,2024-02-05 16:03:24,0.231,0.23138,0.22796,0.23529
Can Circularity (Dmin/Dmax) (%),LH1T-270,2603,2024-02-05 16:03:24,99.223,99.15509,98.93329,99.77004
Can Inner Diameter (mm),LH1T-271,2604,2024-02-05 16:22:01,20.549,20.54551,20.51913,20.62139
Can Outer Diameter (mm),LH1T-271,2604,2024-02-05 16:22:01,21.011,21.00821,20.97913,21.09324
Can Max Denting (mm),LH1T-271,2604,2024-02-05 16:22:01,0.056,0.05437,0.02642,0.10192
Can Circularity (Dmin/Dmax) (%),LH1T-271,2604,2024-02-05 16:22:01,99.323,99.29315,99.08279,99.72700
Can Wall Thickness (mm),LH1T-271,2604,2024-02-05 16:22:01,0.231,0.23133,0.22755,0.23593
Can Outer Diameter (mm),LH1T-272,2605,2024-02-05 16:31:26,21.011,21.00787,20.97603,21.11524
Can Wall Thickness (mm),LH1T-272,2605,2024-02-05 16:31:26,0.231,0.23138,0.22787,0.23762
Can Circularity (Dmin/Dmax) (%),LH1T-272,2605,2024-02-05 16:31:26,99.329,99.29072,99.08869,99.73906
Can Inner Diameter (mm),LH1T-272,2605,2024-02-05 16:31:26,20.549,20.54485,20.51565,20.64249
Can Max Denting (mm),LH1T-272,2605,2024-02-05 16:31:26,0.052,0.05244,0.02235,0.08492
Can Outer Diameter (mm),LH1T-273,2606,2024-02-05 16:40:50,21.010,21.00697,20.97303,21.08832
Can Max Denting (mm),LH1T-273,2606,2024-02-05 16:40:50,0.061,0.06350,0.02260,0.09740
Can Inner Diameter (mm),LH1T-273,2606,2024-02-05 16:40:50,20.548,20.54469,20.51160,20.61711
Can Circularity (Dmin/Dmax) (%),LH1T-273,2606,2024-02-05 16:40:50,99.279,99.23685,99.03980,99.71888
Can Wall Thickness (mm),LH1T-273,2606,2024-02-05 16:40:50,0.231,0.23115,0.22719,0.23561
Can Inner Diameter (mm),LH1T-274,2607,2024-02-05 16:50:09,20.547,20.54375,20.51371,20.61392
Can Outer Diameter (mm),LH1T-274,2607,2024-02-05 16:50:09,21.010,21.00759,20.97518,21.08530
Can Max Denting (mm),LH1T-274,2607,2024-02-05 16:50:09,0.066,0.06927,0.03026,0.09763
Can Wall Thickness (mm),LH1T-274,2607,2024-02-05 16:50:09,0.231,0.23165,0.22823,0.23570
Can Circularity (Dmin/Dmax) (%),LH1T-274,2607,2024-02-05 16:50:09,99.230,99.18855,98.96512,99.70380
Can Inner Diameter (mm),LH1T-275,2608,2024-02-05 16:59:30,20.546,20.54120,20.51268,20.61893
Can Outer Diameter (mm),LH1T-275,2608,2024-02-05 16:59:30,21.008,21.00455,20.97628,21.09049
Can Max Denting (mm),LH1T-275,2608,2024-02-05 16:59:30,0.059,0.05934,0.03686,0.08246
Can Circularity (Dmin/Dmax) (%),LH1T-275,2608,2024-02-05 16:59:30,99.238,99.18509,98.95166,99.71676
Can Wall Thickness (mm),LH1T-275,2608,2024-02-05 16:59:30,0.231,0.23088,0.22746,0.23580
Can Inner Diameter (mm),LH1T-276,2609,2024-02-05 17:08:56,20.547,20.54384,20.51158,20.61754
Can Outer Diameter (mm),LH1T-276,2609,2024-02-05 17:08:56,21.008,21.00522,20.97715,21.08758
Can Max Denting (mm),LH1T-276,2609,2024-02-05 17:08:56,0.056,0.06046,0.02400,0.09372
Can Circularity (Dmin/Dmax) (%),LH1T-276,2609,2024-02-05 17:08:56,99.333,99.28832,99.09997,99.80146
Can Wall Thickness (mm),LH1T-276,2609,2024-02-05 17:08:56,0.230,0.23069,0.22760,0.23561
Can Inner Diameter (mm),LH1T-277,2610,2024-02-05 17:18:14,20.548,20.54464,20.51109,20.62933
Can Max Denting (mm),LH1T-277,2610,2024-02-05 17:18:14,0.053,0.05404,0.03382,0.07570
Can Outer Diameter (mm),LH1T-277,2610,2024-02-05 17:18:14,21.010,21.00843,20.97418,21.09998
Can Wall Thickness (mm),LH1T-277,2610,2024-02-05 17:18:14,0.231,0.23174,0.22769,0.23534
Can Circularity (Dmin/Dmax) (%),LH1T-277,2610,2024-02-05 17:18:14,99.196,99.13634,98.92298,99.72031
Can Inner Diameter (mm),LH1T-278,2611,2024-02-05 17:27:35,20.547,20.54382,20.51491,20.61673
Can Outer Diameter (mm),LH1T-278,2611,2024-02-05 17:27:35,21.009,21.00657,20.97835,21.08550
Can Max Denting (mm),LH1T-278,2611,2024-02-05 17:27:35,0.056,0.05521,0.02414,0.09113
Can Wall Thickness (mm),LH1T-278,2611,2024-02-05 17:27:35,0.231,0.23119,0.22741,0.23438
Can Circularity (Dmin/Dmax) (%),LH1T-278,2611,2024-02-05 17:27:35,99.082,99.01367,98.76368,99.72317
Can Inner Diameter (mm),LH1T-279,2612,2024-02-05 17:36:58,20.547,20.54277,20.51405,20.62391
Can Outer Diameter (mm),LH1T-279,2612,2024-02-05 17:36:58,21.009,21.00679,20.97469,21.09559
Can Max Denting (mm),LH1T-279,2612,2024-02-05 17:36:58,0.055,0.05347,0.02848,0.08535
Can Circularity (Dmin/Dmax) (%),LH1T-279,2612,2024-02-05 17:36:58,99.419,99.38846,99.21515,99.82896
Can Wall Thickness (mm),LH1T-279,2612,2024-02-05 17:36:58,0.231,0.23160,0.22750,0.23584
Can Inner Diameter (mm),LH1T-280,2613,2024-02-05 17:46:12,20.544,20.54038,20.51440,20.61784
Can Outer Diameter (mm),LH1T-280,2613,2024-02-05 17:46:12,21.006,21.00386,20.97617,21.08696
Can Max Denting (mm),LH1T-280,2613,2024-02-05 17:46:12,0.055,0.05287,0.02536,0.08563
Can Wall Thickness (mm),LH1T-280,2613,2024-02-05 17:46:12,0.231,0.23147,0.22682,0.23671
Can Circularity (Dmin/Dmax) (%),LH1T-280,2613,2024-02-05 17:46:12,99.170,99.10218,98.88518,99.76682
Can Inner Diameter (mm),LH1T-281,2614,2024-02-05 17:55:36,20.547,20.54331,20.51077,20.61390
Can Outer Diameter (mm),LH1T-281,2614,2024-02-05 17:55:36,21.008,21.00581,20.97317,21.08401
Can Max Denting (mm),LH1T-281,2614,2024-02-05 17:55:36,0.048,0.04570,0.02640,0.07928
Can Circularity (Dmin/Dmax) (%),LH1T-281,2614,2024-02-05 17:55:36,99.193,99.14174,98.88335,99.76443
Can Wall Thickness (mm),LH1T-281,2614,2024-02-05 17:55:36,0.231,0.23110,0.22750,0.23516
Can Outer Diameter (mm),LH1T-282,2615,2024-02-05 18:04:54,21.010,21.00896,20.97569,21.09152
Can Max Denting (mm),LH1T-282,2615,2024-02-05 18:04:54,0.025,0.02355,0.01811,0.04285
Can Circularity (Dmin/Dmax) (%),LH1T-282,2615,2024-02-05 18:04:54,99.836,99.86313,99.67181,99.96907
Can Wall Thickness (mm),LH1T-282,2615,2024-02-05 18:04:54,0.231,0.23124,0.22878,0.23584
Can Inner Diameter (mm),LH1T-282,2615,2024-02-05 18:04:54,20.548,20.54648,20.51450,20.61985
Can Inner Diameter (mm),LH1T-283,2616,2024-02-05 18:14:15,20.544,20.54230,20.51150,20.60894
Can Outer Diameter (mm),LH1T-283,2616,2024-02-05 18:14:15,21.007,21.00380,20.97254,21.08144
Can Max Denting (mm),LH1T-283,2616,2024-02-05 18:14:15,0.066,0.07057,0.02728,0.09526
Can Wall Thickness (mm),LH1T-283,2616,2024-02-05 18:14:15,0.231,0.23119,0.22796,0.23625
Can Circularity (Dmin/Dmax) (%),LH1T-283,2616,2024-02-05 18:14:15,99.239,99.19047,98.98621,99.69660
Can Inner Diameter (mm),LH1T-284,2617,2024-02-05 18:23:38,20.547,20.54339,20.51293,20.60819
Can Outer Diameter (mm),LH1T-284,2617,2024-02-05 18:23:38,21.008,21.00620,20.97464,21.07874
Can Max Denting (mm),LH1T-284,2617,2024-02-05 18:23:38,0.056,0.05537,0.02859,0.07955
Can Wall Thickness (mm),LH1T-284,2617,2024-02-05 18:23:38,0.231,0.23133,0.22773,0.23529
Can Circularity (Dmin/Dmax) (%),LH1T-284,2617,2024-02-05 18:23:38,99.107,99.05293,98.80957,99.66014
Can Inner Diameter (mm),LH1T-285,2618,2024-02-06 05:54:25,20.545,20.54143,20.51154,20.61229
Can Outer Diameter (mm),LH1T-285,2618,2024-02-06 05:54:25,21.008,21.00481,20.97274,21.08350
Can Max Denting (mm),LH1T-285,2618,2024-02-06 05:54:25,0.051,0.04972,0.03355,0.07174
Can Circularity (Dmin/Dmax) (%),LH1T-285,2618,2024-02-06 05:54:25,99.197,99.10789,98.85048,99.77676
Can Wall Thickness (mm),LH1T-285,2618,2024-02-06 05:54:25,0.231,0.23151,0.22823,0.23561
Can Inner Diameter (mm),LH1T-286,2619,2024-02-05 18:41:04,20.545,20.54203,20.51211,20.61269
Can Outer Diameter (mm),LH1T-286,2619,2024-02-05 18:41:04,21.008,21.00621,20.97144,21.08510
Can Max Denting (mm),LH1T-286,2619,2024-02-05 18:41:04,0.051,0.04925,0.02995,0.08377
Can Circularity (Dmin/Dmax) (%),LH1T-286,2619,2024-02-05 18:41:04,99.239,99.17516,98.93639,99.73696
Can Wall Thickness (mm),LH1T-286,2619,2024-02-05 18:41:04,0.231,0.23179,0.22837,0.23621
Can Inner Diameter (mm),LH1T-287,2620,2024-02-05 18:50:24,20.548,20.54390,20.51536,20.61326
Can Max Denting (mm),LH1T-287,2620,2024-02-05 18:50:24,0.054,0.05755,0.02222,0.09408
Can Wall Thickness (mm),LH1T-287,2620,2024-02-05 18:50:24,0.231,0.23097,0.22769,0.23662
Can Circularity (Dmin/Dmax) (%),LH1T-287,2620,2024-02-05 18:50:24,99.320,99.29759,99.09840,99.81194
Can Outer Diameter (mm),LH1T-287,2620,2024-02-05 18:50:24,21.009,21.00645,20.97565,21.08304
Can Inner Diameter (mm),LH1T-288,2621,2024-02-05 18:59:47,20.547,20.54335,20.51091,20.62031
Can Outer Diameter (mm),LH1T-288,2621,2024-02-05 18:59:47,21.010,21.00727,20.97354,21.09327
Can Max Denting (mm),LH1T-288,2621,2024-02-05 18:59:47,0.049,0.05062,0.02662,0.08518
Can Circularity (Dmin/Dmax) (%),LH1T-288,2621,2024-02-05 18:59:47,99.163,99.09338,98.87529,99.74323
Can Wall Thickness (mm),LH1T-288,2621,2024-02-05 18:59:47,0.231,0.23174,0.22796,0.23648
Can Inner Diameter (mm),LH1T-289,2622,2024-02-05 19:09:05,20.544,20.54297,20.51229,20.62210
Can Outer Diameter (mm),LH1T-289,2622,2024-02-05 19:09:05,21.009,21.00594,20.97315,21.09234
Can Circularity (Dmin/Dmax) (%),LH1T-289,2622,2024-02-05 19:09:05,99.246,99.20416,99.00983,99.75898
Can Wall Thickness (mm),LH1T-289,2622,2024-02-05 19:09:05,0.232,0.23261,0.22832,0.23949
Can Max Denting (mm),LH1T-289,2622,2024-02-05 19:09:05,0.057,0.05794,0.03075,0.07835
Can Inner Diameter (mm),LH1T-290,2623,2024-02-05 19:18:27,20.544,20.54064,20.50696,20.61668
Can Outer Diameter (mm),LH1T-290,2623,2024-02-05 19:18:27,21.006,21.00224,20.97021,21.08694
Can Max Denting (mm),LH1T-290,2623,2024-02-05 19:18:27,0.054,0.05251,0.03049,0.08899
Can Circularity (Dmin/Dmax) (%),LH1T-290,2623,2024-02-05 19:18:27,99.136,99.08118,98.85877,99.71058
Can Wall Thickness (mm),LH1T-290,2623,2024-02-05 19:18:27,0.231,0.23133,0.22828,0.23516
Can Inner Diameter (mm),LH1T-291,2624,2024-02-05 19:27:48,20.546,20.54299,20.51235,20.58658
Can Outer Diameter (mm),LH1T-291,2624,2024-02-05 19:27:48,21.011,21.00874,20.98641,21.05431
Can Max Denting (mm),LH1T-291,2624,2024-02-05 19:27:48,0.055,0.05451,0.02883,0.08450
Can Wall Thickness (mm),LH1T-291,2624,2024-02-05 19:27:48,0.232,0.23252,0.23069,0.23703
Can Circularity (Dmin/Dmax) (%),LH1T-291,2624,2024-02-05 19:27:48,99.106,99.04217,98.76648,99.72013
Can Outer Diameter (mm),LH1T-292,2625,2024-02-05 19:37:09,21.011,21.00899,20.97558,21.08686
Can Max Denting (mm),LH1T-292,2625,2024-02-05 19:37:09,0.057,0.05780,0.02271,0.08749
Can Circularity (Dmin/Dmax) (%),LH1T-292,2625,2024-02-05 19:37:09,99.462,99.40756,99.21143,99.83204
Can Inner Diameter (mm),LH1T-292,2625,2024-02-05 19:37:09,20.549,20.54552,20.51567,20.61673
Can Wall Thickness (mm),LH1T-292,2625,2024-02-05 19:37:09,0.231,0.23156,0.22773,0.23507
Can Inner Diameter (mm),LH1T-293,2626,2024-02-05 19:46:27,20.543,20.54114,20.51244,20.63044
Can Max Denting (mm),LH1T-293,2626,2024-02-05 19:46:27,0.057,0.05519,0.03139,0.09065
Can Outer Diameter (mm),LH1T-293,2626,2024-02-05 19:46:27,21.006,21.00360,20.97335,21.09993
Can Wall Thickness (mm),LH1T-293,2626,2024-02-05 19:46:27,0.231,0.23133,0.22773,0.23894
Can Circularity (Dmin/Dmax) (%),LH1T-293,2626,2024-02-05 19:46:27,99.231,99.16068,98.89273,99.76081
Can Inner Diameter (mm),LH1T-294,2627,2024-02-05 19:55:42,20.544,20.54132,20.51126,20.61466
Can Outer Diameter (mm),LH1T-294,2627,2024-02-05 19:55:42,21.006,21.00320,20.97401,21.08451
Can Max Denting (mm),LH1T-294,2627,2024-02-05 19:55:42,0.050,0.04827,0.02698,0.08283
Can Circularity (Dmin/Dmax) (%),LH1T-294,2627,2024-02-05 19:55:42,99.172,99.11175,98.89843,99.70284
Can Wall Thickness (mm),LH1T-294,2627,2024-02-05 19:55:42,0.231,0.23106,0.22760,0.23493
Can Inner Diameter (mm),LH1T-295,2628,2024-02-05 20:05:05,20.547,20.54434,20.51218,20.61222
Can Outer Diameter (mm),LH1T-295,2628,2024-02-05 20:05:05,21.009,21.00693,20.97460,21.08189
Can Max Denting (mm),LH1T-295,2628,2024-02-05 20:05:05,0.056,0.05568,0.03990,0.07848
Can Circularity (Dmin/Dmax) (%),LH1T-295,2628,2024-02-05 20:05:05,99.252,99.20654,99.00293,99.73617
Can Wall Thickness (mm),LH1T-295,2628,2024-02-05 20:05:05,0.231,0.23115,0.22810,0.23484
Can Inner Diameter (mm),LH1T-296,2629,2024-02-05 20:14:32,20.543,20.54106,20.50940,20.57356
Can Outer Diameter (mm),LH1T-296,2629,2024-02-05 20:14:32,21.004,21.00246,20.97281,21.03475
Can Max Denting (mm),LH1T-296,2629,2024-02-05 20:14:32,0.063,0.06475,0.03330,0.09123
Can Wall Thickness (mm),LH1T-296,2629,2024-02-05 20:14:32,0.230,0.23051,0.22851,0.23261
Can Circularity (Dmin/Dmax) (%),LH1T-296,2629,2024-02-05 20:14:32,99.330,99.29671,99.08610,99.76658
Can Inner Diameter (mm),LH1T-297,2630,2024-02-05 20:23:49,20.544,20.54168,20.51252,20.61173
Can Outer Diameter (mm),LH1T-297,2630,2024-02-05 20:23:49,21.006,21.00342,20.97369,21.08386
Can Max Denting (mm),LH1T-297,2630,2024-02-05 20:23:49,0.057,0.05660,0.01935,0.08923
Can Circularity (Dmin/Dmax) (%),LH1T-297,2630,2024-02-05 20:23:49,99.218,99.15126,98.93449,99.77037
Can Wall Thickness (mm),LH1T-297,2630,2024-02-05 20:23:49,0.231,0.23083,0.22778,0.23607
Can Inner Diameter (mm),LH1T-298,2631,2024-02-05 20:33:10,20.544,20.53912,20.51234,20.61777
Can Outer Diameter (mm),LH1T-298,2631,2024-02-05 20:33:10,21.007,21.00519,20.97643,21.08879
Can Max Denting (mm),LH1T-298,2631,2024-02-05 20:33:10,0.046,0.04173,0.02476,0.07574
Can Wall Thickness (mm),LH1T-298,2631,2024-02-05 20:33:10,0.231,0.23179,0.22760,0.23552
Can Circularity (Dmin/Dmax) (%),LH1T-298,2631,2024-02-05 20:33:10,99.205,99.15314,98.88911,99.75968
Can Inner Diameter (mm),LH1T-299,2632,2024-02-05 20:42:32,20.550,20.54704,20.51585,20.61876
Can Outer Diameter (mm),LH1T-299,2632,2024-02-05 20:42:32,21.011,21.00938,20.97717,21.08678
Can Max Denting (mm),LH1T-299,2632,2024-02-05 20:42:32,0.049,0.04420,0.02388,0.08472
Can Wall Thickness (mm),LH1T-299,2632,2024-02-05 20:42:32,0.231,0.23133,0.22778,0.23402
Can Circularity (Dmin/Dmax) (%),LH1T-299,2632,2024-02-05 20:42:32,99.336,99.28088,99.04786,99.80451
Can Inner Diameter (mm),LH1T-300,2633,2024-02-05 20:51:50,20.548,20.54579,20.51558,20.61548
Can Outer Diameter (mm),LH1T-300,2633,2024-02-05 20:51:50,21.010,21.00746,20.97568,21.08479
Can Max Denting (mm),LH1T-300,2633,2024-02-05 20:51:50,0.058,0.05634,0.03337,0.09234
Can Circularity (Dmin/Dmax) (%),LH1T-300,2633,2024-02-05 20:51:50,99.321,99.27661,99.10904,99.74809
Can Wall Thickness (mm),LH1T-300,2633,2024-02-05 20:51:50,0.231,0.23106,0.22828,0.23561
Can Outer Diameter (mm),LH1T-301,2634,2024-02-05 21:01:07,21.007,21.00518,20.97280,21.08587
Can Max Denting (mm),LH1T-301,2634,2024-02-05 21:01:07,0.062,0.06015,0.03105,0.09606
Can Inner Diameter (mm),LH1T-301,2634,2024-02-05 21:01:07,20.546,20.54451,20.51020,20.61557
Can Circularity (Dmin/Dmax) (%),LH1T-301,2634,2024-02-05 21:01:07,99.263,99.19758,98.96086,99.78004
Can Wall Thickness (mm),LH1T-301,2634,2024-02-05 21:01:07,0.231,0.23097,0.22801,0.23516
Can Inner Diameter (mm),LH1T-302,2635,2024-02-05 21:10:25,20.548,20.54483,20.51482,20.61634
Can Max Denting (mm),LH1T-302,2635,2024-02-05 21:10:25,0.047,0.04489,0.02476,0.07354
Can Circularity (Dmin/Dmax) (%),LH1T-302,2635,2024-02-05 21:10:25,99.296,99.25532,99.04948,99.75732
Can Outer Diameter (mm),LH1T-302,2635,2024-02-05 21:10:25,21.009,21.00674,20.97390,21.08637
Can Wall Thickness (mm),LH1T-302,2635,2024-02-05 21:10:25,0.231,0.23092,0.22814,0.23502
Can Inner Diameter (mm),LH1T-303,2636,2024-02-05 21:19:43,20.544,20.54060,20.51173,20.61496
Can Outer Diameter (mm),LH1T-303,2636,2024-02-05 21:19:43,21.006,21.00472,20.97378,21.08515
Can Max Denting (mm),LH1T-303,2636,2024-02-05 21:19:43,0.050,0.04784,0.02685,0.07315
Can Circularity (Dmin/Dmax) (%),LH1T-303,2636,2024-02-05 21:19:43,99.035,98.96816,98.73742,99.74869
Can Wall Thickness (mm),LH1T-303,2636,2024-02-05 21:19:43,0.231,0.23129,0.22801,0.23511
Can Inner Diameter (mm),LH1T-304,2637,2024-02-05 21:28:59,20.544,20.54098,20.51055,20.61482
Can Outer Diameter (mm),LH1T-304,2637,2024-02-05 21:28:59,21.006,21.00207,20.97280,21.08403
Can Max Denting (mm),LH1T-304,2637,2024-02-05 21:28:59,0.061,0.06163,0.02984,0.08608
Can Wall Thickness (mm),LH1T-304,2637,2024-02-05 21:28:59,0.231,0.23097,0.22828,0.23461
Can Circularity (Dmin/Dmax) (%),LH1T-304,2637,2024-02-05 21:28:59,99.291,99.24324,98.99991,99.78348
Can Inner Diameter (mm),LH1T-305,2638,2024-02-05 21:38:23,20.548,20.54516,20.51371,20.61747
Can Outer Diameter (mm),LH1T-305,2638,2024-02-05 21:38:23,21.010,21.00888,20.97403,21.08823
Can Max Denting (mm),LH1T-305,2638,2024-02-05 21:38:23,0.063,0.06545,0.03248,0.09130
Can Circularity (Dmin/Dmax) (%),LH1T-305,2638,2024-02-05 21:38:23,99.312,99.26006,99.02962,99.83503
Can Wall Thickness (mm),LH1T-305,2638,2024-02-05 21:38:23,0.231,0.23129,0.22787,0.23539
Can Inner Diameter (mm),LH1T-306,2639,2024-02-05 21:47:42,20.546,20.54405,20.51357,20.62671
Can Outer Diameter (mm),LH1T-306,2639,2024-02-05 21:47:42,21.008,21.00608,20.97578,21.09948
Can Max Denting (mm),LH1T-306,2639,2024-02-05 21:47:42,0.024,0.02382,0.02035,0.03436
Can Wall Thickness (mm),LH1T-306,2639,2024-02-05 21:47:42,0.231,0.23083,0.22842,0.23639
Can Circularity (Dmin/Dmax) (%),LH1T-306,2639,2024-02-05 21:47:42,99.884,99.89737,99.74751,99.99203
Can Inner Diameter (mm),LH1T-307,2640,2024-02-05 21:56:58,20.546,20.54482,20.51276,20.60873
Can Outer Diameter (mm),LH1T-307,2640,2024-02-05 21:56:58,21.008,21.00730,20.97214,21.08050
Can Wall Thickness (mm),LH1T-307,2640,2024-02-05 21:56:58,0.231,0.23106,0.22887,0.23589
Can Max Denting (mm),LH1T-307,2640,2024-02-05 21:56:58,0.026,0.02416,0.01722,0.04203
Can Circularity (Dmin/Dmax) (%),LH1T-307,2640,2024-02-05 21:56:58,99.898,99.91269,99.75179,99.98266
Can Inner Diameter (mm),LH1T-308,2641,2024-02-05 22:06:16,20.546,20.54086,20.51289,20.60918
Can Outer Diameter (mm),LH1T-308,2641,2024-02-05 22:06:16,21.008,21.00572,20.97276,21.08039
Can Max Denting (mm),LH1T-308,2641,2024-02-05 22:06:16,0.057,0.05247,0.02519,0.09905
Can Circularity (Dmin/Dmax) (%),LH1T-308,2641,2024-02-05 22:06:16,99.283,99.21915,98.98803,99.74996
Can Wall Thickness (mm),LH1T-308,2641,2024-02-05 22:06:16,0.231,0.23101,0.22823,0.23561
Can Inner Diameter (mm),LH1T-309,2642,2024-02-05 22:15:37,20.547,20.54246,20.51140,20.61555
Can Outer Diameter (mm),LH1T-309,2642,2024-02-05 22:15:37,21.009,21.00740,20.97140,21.08677
Can Max Denting (mm),LH1T-309,2642,2024-02-05 22:15:37,0.045,0.04408,0.02987,0.06528
Can Circularity (Dmin/Dmax) (%),LH1T-309,2642,2024-02-05 22:15:37,99.259,99.21664,99.00293,99.75469
Can Wall Thickness (mm),LH1T-309,2642,2024-02-05 22:15:37,0.231,0.23133,0.22796,0.23561
Can Outer Diameter (mm),LH1T-310,2643,2024-02-05 22:24:52,21.007,21.00274,20.97507,21.09023
Can Max Denting (mm),LH1T-310,2643,2024-02-05 22:24:52,0.057,0.05625,0.02531,0.08430
Can Inner Diameter (mm),LH1T-310,2643,2024-02-05 22:24:52,20.545,20.54117,20.51361,20.61882
Can Wall Thickness (mm),LH1T-310,2643,2024-02-05 22:24:52,0.231,0.23106,0.22750,0.23570
Can Circularity (Dmin/Dmax) (%),LH1T-310,2643,2024-02-05 22:24:52,99.114,99.04433,98.81518,99.74340
Can Inner Diameter (mm),LH1T-311,2644,2024-02-05 22:34:08,20.545,20.54079,20.51302,20.61051
Can Max Denting (mm),LH1T-311,2644,2024-02-05 22:34:08,0.067,0.07010,0.03504,0.09686
Can Circularity (Dmin/Dmax) (%),LH1T-311,2644,2024-02-05 22:34:08,99.152,99.07682,98.82196,99.74745
Can Outer Diameter (mm),LH1T-311,2644,2024-02-05 22:34:08,21.007,21.00517,20.97429,21.07999
Can Wall Thickness (mm),LH1T-311,2644,2024-02-05 22:34:08,0.231,0.23147,0.22801,0.23475
Can Inner Diameter (mm),LH1T-312,2645,2024-02-05 22:43:32,20.545,20.54010,20.51276,20.60996
Can Outer Diameter (mm),LH1T-312,2645,2024-02-05 22:43:32,21.006,21.00512,20.97142,21.08016
Can Max Denting (mm),LH1T-312,2645,2024-02-05 22:43:32,0.060,0.06113,0.03316,0.08040
Can Wall Thickness (mm),LH1T-312,2645,2024-02-05 22:43:32,0.231,0.23078,0.22782,0.23511
Can Circularity (Dmin/Dmax) (%),LH1T-312,2645,2024-02-05 22:43:32,99.134,99.07409,98.86682,99.65354
Can Inner Diameter (mm),LH1T-313,2646,2024-02-05 22:52:53,20.544,20.53997,20.51077,20.61628
Can Outer Diameter (mm),LH1T-313,2646,2024-02-05 22:52:53,21.005,21.00260,20.97344,21.08749
Can Max Denting (mm),LH1T-313,2646,2024-02-05 22:52:53,0.057,0.05636,0.02557,0.08845
Can Wall Thickness (mm),LH1T-313,2646,2024-02-05 22:52:53,0.231,0.23101,0.22728,0.23561
Can Circularity (Dmin/Dmax) (%),LH1T-313,2646,2024-02-05 22:52:53,99.144,99.10024,98.89000,99.68117
Can Inner Diameter (mm),LH1T-314,2647,2024-02-05 23:02:12,20.546,20.54376,20.51141,20.61420
Can Outer Diameter (mm),LH1T-314,2647,2024-02-05 23:02:12,21.009,21.00588,20.97281,21.08571
Can Max Denting (mm),LH1T-314,2647,2024-02-05 23:02:12,0.059,0.06058,0.02676,0.08896
Can Circularity (Dmin/Dmax) (%),LH1T-314,2647,2024-02-05 23:02:12,99.067,99.01629,98.77192,99.73620
Can Wall Thickness (mm),LH1T-314,2647,2024-02-05 23:02:12,0.231,0.23110,0.22741,0.23575
Can Inner Diameter (mm),LH1T-315,2648,2024-02-05 23:11:34,20.544,20.53870,20.50967,20.64966
Can Outer Diameter (mm),LH1T-315,2648,2024-02-05 23:11:34,21.008,21.00445,20.97110,21.11987
Can Max Denting (mm),LH1T-315,2648,2024-02-05 23:11:34,0.053,0.04682,0.02503,0.08268
Can Circularity (Dmin/Dmax) (%),LH1T-315,2648,2024-02-05 23:11:34,99.155,99.09567,98.87728,99.70520
Can Wall Thickness (mm),LH1T-315,2648,2024-02-05 23:11:34,0.232,0.23206,0.22755,0.23734
Can Inner Diameter (mm),LH1T-316,2649,2024-02-05 23:20:57,20.543,20.54087,20.51088,20.60794
Can Outer Diameter (mm),LH1T-316,2649,2024-02-05 23:20:57,21.006,21.00420,20.97236,21.07931
Can Circularity (Dmin/Dmax) (%),LH1T-316,2649,2024-02-05 23:20:57,99.248,99.19729,98.95103,99.73866
Can Wall Thickness (mm),LH1T-316,2649,2024-02-05 23:20:57,0.231,0.23133,0.22801,0.23803
Can Max Denting (mm),LH1T-316,2649,2024-02-05 23:20:57,0.053,0.04858,0.02845,0.08540
Can Inner Diameter (mm),LH1T-317,2650,2024-02-05 23:30:10,20.542,20.54146,20.50910,20.60811
