metric,sn,scan_id,scan_processed_date,mean,median,min,max
Can Outer Diameter (mm),LH1T-135,2468,2024-02-04 17:42:04,21.014,21.01294,20.99013,21.05798
Can Circularity (Dmin/Dmax) (%),LH1T-135,2468,2024-02-04 17:42:04,99.271,99.23356,98.97270,99.80736
Can Wall Thickness (mm),LH1T-135,2468,2024-02-04 17:42:04,0.235,0.23507,0.23170,0.23730
Can Inner Diameter (mm),LH1T-136,2469,2024-02-04 17:51:12,20.545,20.54479,20.51821,20.58313
Can Outer Diameter (mm),LH1T-136,2469,2024-02-04 17:51:12,21.013,21.01154,20.98909,21.05400
Can Max Denting (mm),LH1T-136,2469,2024-02-04 17:51:12,0.042,0.04105,0.02421,0.06484
Can Circularity (Dmin/Dmax) (%),LH1T-136,2469,2024-02-04 17:51:12,99.371,99.34353,99.13116,99.80172
Can Wall Thickness (mm),LH1T-136,2469,2024-02-04 17:51:12,0.234,0.23429,0.23124,0.23716
Can Inner Diameter (mm),LH1T-137,2470,2024-02-04 18:00:25,20.548,20.54651,20.51752,20.58813
Can Outer Diameter (mm),LH1T-137,2470,2024-02-04 18:00:25,21.015,21.01438,20.99021,21.05699
Can Max Denting (mm),LH1T-137,2470,2024-02-04 18:00:25,0.047,0.04450,0.03155,0.06601
Can Circularity (Dmin/Dmax) (%),LH1T-137,2470,2024-02-04 18:00:25,99.658,99.65554,99.50676,99.93522
Can Wall Thickness (mm),LH1T-137,2470,2024-02-04 18:00:25,0.233,0.23347,0.23151,0.23689
Can Inner Diameter (mm),LH1T-138,2471,2024-02-04 18:09:34,20.548,20.54516,20.51726,20.59121
Can Outer Diameter (mm),LH1T-138,2471,2024-02-04 18:09:34,21.013,21.01137,20.98886,21.06269
Can Max Denting (mm),LH1T-138,2471,2024-02-04 18:09:34,0.038,0.03811,0.02667,0.04874
Can Circularity (Dmin/Dmax) (%),LH1T-138,2471,2024-02-04 18:09:34,99.621,99.59793,99.44254,99.88598
Can Wall Thickness (mm),LH1T-138,2471,2024-02-04 18:09:34,0.232,0.23229,0.23069,0.23593
Can Outer Diameter (mm),LH1T-139,2472,2024-02-04 18:18:52,21.016,21.01579,20.99173,21.05907
Can Max Denting (mm),LH1T-139,2472,2024-02-04 18:18:52,0.027,0.02539,0.01808,0.05732
Can Inner Diameter (mm),LH1T-139,2472,2024-02-04 18:18:52,20.551,20.55167,20.52096,20.58867
Can Circularity (Dmin/Dmax) (%),LH1T-139,2472,2024-02-04 18:18:52,99.867,99.85822,99.78989,99.96829
Can Wall Thickness (mm),LH1T-139,2472,2024-02-04 18:18:52,0.232,0.23229,0.23019,0.23598
Can Inner Diameter (mm),LH1T-140,2473,2024-02-04 18:28:06,20.549,20.54934,20.52004,20.59140
Can Outer Diameter (mm),LH1T-140,2473,2024-02-04 18:28:06,21.017,21.01865,20.99087,21.06391
Can Circularity (Dmin/Dmax) (%),LH1T-140,2473,2024-02-04 18:28:06,99.661,99.61585,99.50650,99.92644
Can Max Denting (mm),LH1T-140,2473,2024-02-04 18:28:06,0.039,0.03768,0.02398,0.05520
Can Wall Thickness (mm),LH1T-140,2473,2024-02-04 18:28:06,0.234,0.23411,0.23047,0.23625
Can Inner Diameter (mm),LH1T-141,2474,2024-02-05 08:46:30,20.548,20.54624,20.51977,20.61212
Can Outer Diameter (mm),LH1T-141,2474,2024-02-05 08:46:30,21.018,21.01720,20.99255,21.08252
Can Max Denting (mm),LH1T-141,2474,2024-02-05 08:46:30,0.030,0.02795,0.01972,0.04966
Can Wall Thickness (mm),LH1T-141,2474,2024-02-05 08:46:30,0.235,0.23475,0.23224,0.23689
Can Circularity (Dmin/Dmax) (%),LH1T-141,2474,2024-02-05 08:46:30,99.659,99.63892,99.52356,99.91317
Can Inner Diameter (mm),LH1T-142,2475,2024-02-04 18:40:05,20.548,20.54991,20.51689,20.58174
Can Outer Diameter (mm),LH1T-142,2475,2024-02-04 18:40:05,21.015,21.01511,20.99040,21.05397
Can Max Denting (mm),LH1T-142,2475,2024-02-04 18:40:05,0.045,0.04546,0.02152,0.07623
Can Circularity (Dmin/Dmax) (%),LH1T-142,2475,2024-02-04 18:40:05,99.762,99.74602,99.60456,99.98520
Can Wall Thickness (mm),LH1T-142,2475,2024-02-04 18:40:05,0.233,0.23306,0.23183,0.23675
Can Inner Diameter (mm),LH1T-143,2476,2024-02-04 18:49:20,20.547,20.54441,20.51840,20.60959
Can Outer Diameter (mm),LH1T-143,2476,2024-02-04 18:49:20,21.016,21.01590,20.98780,21.08109
Can Max Denting (mm),LH1T-143,2476,2024-02-04 18:49:20,0.029,0.02777,0.01939,0.04721
Can Circularity (Dmin/Dmax) (%),LH1T-143,2476,2024-02-04 18:49:20,99.565,99.56100,99.32557,99.85710
Can Wall Thickness (mm),LH1T-143,2476,2024-02-04 18:49:20,0.235,0.23493,0.22969,0.23871
Can Outer Diameter (mm),LH1T-144,2477,2024-02-04 18:58:33,21.016,21.01527,20.99044,21.08231
Can Max Denting (mm),LH1T-144,2477,2024-02-04 18:58:33,0.033,0.03268,0.01909,0.05420
Can Circularity (Dmin/Dmax) (%),LH1T-144,2477,2024-02-04 18:58:33,99.722,99.71008,99.60320,99.87585
Can Inner Diameter (mm),LH1T-144,2477,2024-02-04 18:58:33,20.547,20.54650,20.51884,20.61127
Can Wall Thickness (mm),LH1T-144,2477,2024-02-04 18:58:33,0.235,0.23470,0.23283,0.23671
Can Inner Diameter (mm),LH1T-145,2478,2024-02-04 19:07:50,20.547,20.54471,20.51981,20.58940
Can Outer Diameter (mm),LH1T-145,2478,2024-02-04 19:07:50,21.016,21.01431,20.99177,21.06062
Can Max Denting (mm),LH1T-145,2478,2024-02-04 19:07:50,0.043,0.04382,0.02105,0.07532
Can Circularity (Dmin/Dmax) (%),LH1T-145,2478,2024-02-04 19:07:50,99.617,99.60226,99.46883,99.82251
Can Wall Thickness (mm),LH1T-145,2478,2024-02-04 19:07:50,0.234,0.23443,0.23179,0.23689
Can Inner Diameter (mm),LH1T-146,2479,2024-02-04 19:17:05,20.545,20.54255,20.51784,20.57767
Can Outer Diameter (mm),LH1T-146,2479,2024-02-04 19:17:05,21.014,21.01307,20.99053,21.05492
Can Max Denting (mm),LH1T-146,2479,2024-02-04 19:17:05,0.038,0.03779,0.02446,0.05778
Can Circularity (Dmin/Dmax) (%),LH1T-146,2479,2024-02-04 19:17:05,99.552,99.52531,99.38626,99.89349
Can Wall Thickness (mm),LH1T-146,2479,2024-02-04 19:17:05,0.235,0.23461,0.23242,0.23862
Can Inner Diameter (mm),LH1T-147,2480,2024-02-04 19:26:21,20.547,20.54494,20.51859,20.59660
Can Max Denting (mm),LH1T-147,2480,2024-02-04 19:26:21,0.029,0.02842,0.01784,0.04705
Can Wall Thickness (mm),LH1T-147,2480,2024-02-04 19:26:21,0.234,0.23429,0.23206,0.23680
Can Outer Diameter (mm),LH1T-147,2480,2024-02-04 19:26:21,21.016,21.01562,20.99107,21.06700
Can Circularity (Dmin/Dmax) (%),LH1T-147,2480,2024-02-04 19:26:21,99.871,99.87748,99.79694,99.96657
Can Inner Diameter (mm),LH1T-148,2481,2024-02-04 19:35:38,20.550,20.54839,20.52044,20.58956
Can Outer Diameter (mm),LH1T-148,2481,2024-02-04 19:35:38,21.015,21.01323,20.99075,21.05932
Can Max Denting (mm),LH1T-148,2481,2024-02-04 19:35:38,0.029,0.02796,0.01990,0.04244
Can Circularity (Dmin/Dmax) (%),LH1T-148,2481,2024-02-04 19:35:38,99.796,99.78558,99.70753,99.88962
Can Wall Thickness (mm),LH1T-148,2481,2024-02-04 19:35:38,0.232,0.23247,0.23024,0.23548
Can Inner Diameter (mm),LH1T-149,2482,2024-02-04 19:44:51,20.544,20.54306,20.51750,20.58742
Can Outer Diameter (mm),LH1T-149,2482,2024-02-04 19:44:51,21.014,21.01330,20.99048,21.05609
Can Max Denting (mm),LH1T-149,2482,2024-02-04 19:44:51,0.044,0.04227,0.02503,0.07431
Can Circularity (Dmin/Dmax) (%),LH1T-149,2482,2024-02-04 19:44:51,99.546,99.53205,99.33593,99.84839
Can Wall Thickness (mm),LH1T-149,2482,2024-02-04 19:44:51,0.235,0.23525,0.23279,0.23894
Can Outer Diameter (mm),LH1T-150,2483,2024-02-04 19:54:04,21.015,21.01380,20.99131,21.05594
Can Max Denting (mm),LH1T-150,2483,2024-02-04 19:54:04,0.042,0.03959,0.02829,0.06272
Can Circularity (Dmin/Dmax) (%),LH1T-150,2483,2024-02-04 19:54:04,99.630,99.61770,99.41692,99.91694
Can Wall Thickness (mm),LH1T-150,2483,2024-02-04 19:54:04,0.236,0.23602,0.23315,0.23903
Can Inner Diameter (mm),LH1T-150,2483,2024-02-04 19:54:04,20.543,20.54091,20.51838,20.57788
Can Inner Diameter (mm),LH1T-151,2484,2024-02-04 20:03:23,20.545,20.54336,20.51796,20.58238
Can Outer Diameter (mm),LH1T-151,2484,2024-02-04 20:03:23,21.016,21.01386,20.99175,21.06312
Can Max Denting (mm),LH1T-151,2484,2024-02-04 20:03:23,0.044,0.04293,0.02984,0.05968
Can Wall Thickness (mm),LH1T-151,2484,2024-02-04 20:03:23,0.235,0.23534,0.23220,0.24040
Can Circularity (Dmin/Dmax) (%),LH1T-151,2484,2024-02-04 20:03:23,99.367,99.31293,99.09566,99.84829
Can Inner Diameter (mm),LH1T-152,2485,2024-02-04 20:12:41,20.548,20.54457,20.51766,20.59351
Can Outer Diameter (mm),LH1T-152,2485,2024-02-04 20:12:41,21.016,21.01522,20.99035,21.06301
Can Wall Thickness (mm),LH1T-152,2485,2024-02-04 20:12:41,0.234,0.23475,0.23119,0.23680
Can Circularity (Dmin/Dmax) (%),LH1T-152,2485,2024-02-04 20:12:41,99.605,99.60127,99.45407,99.83383
Can Max Denting (mm),LH1T-152,2485,2024-02-04 20:12:41,0.038,0.03693,0.02037,0.06513
Can Inner Diameter (mm),LH1T-153,2486,2024-02-04 20:21:54,20.549,20.54627,20.51942,20.58635
Can Outer Diameter (mm),LH1T-153,2486,2024-02-04 20:21:54,21.018,21.01922,20.99136,21.05894
Can Max Denting (mm),LH1T-153,2486,2024-02-04 20:21:54,0.040,0.03939,0.02401,0.05571
Can Circularity (Dmin/Dmax) (%),LH1T-153,2486,2024-02-04 20:21:54,99.637,99.63456,99.47072,99.92293
Can Wall Thickness (mm),LH1T-153,2486,2024-02-04 20:21:54,0.235,0.23511,0.23101,0.23648
Can Inner Diameter (mm),LH1T-154,2487,2024-02-04 20:31:06,20.549,20.54880,20.51972,20.58591
Can Outer Diameter (mm),LH1T-154,2487,2024-02-04 20:31:06,21.016,21.01456,20.99149,21.05558
Can Max Denting (mm),LH1T-154,2487,2024-02-04 20:31:06,0.052,0.04668,0.02873,0.11304
Can Wall Thickness (mm),LH1T-154,2487,2024-02-04 20:31:06,0.233,0.23311,0.23170,0.23666
Can Circularity (Dmin/Dmax) (%),LH1T-154,2487,2024-02-04 20:31:06,99.609,99.59956,99.47467,99.80489
Can Inner Diameter (mm),LH1T-155,2488,2024-02-04 20:40:26,20.547,20.54490,20.51794,20.58700
Can Outer Diameter (mm),LH1T-155,2488,2024-02-04 20:40:26,21.014,21.01140,20.99038,21.05903
Can Max Denting (mm),LH1T-155,2488,2024-02-04 20:40:26,0.051,0.04494,0.03124,0.11538
Can Wall Thickness (mm),LH1T-155,2488,2024-02-04 20:40:26,0.233,0.23334,0.23115,0.23675
Can Circularity (Dmin/Dmax) (%),LH1T-155,2488,2024-02-04 20:40:26,99.592,99.56097,99.43201,99.82686
Can Outer Diameter (mm),LH1T-156,2489,2024-02-04 20:49:39,21.018,21.01690,20.99155,21.08183
Can Inner Diameter (mm),LH1T-156,2489,2024-02-04 20:49:39,20.547,20.54550,20.51423,20.61116
Can Max Denting (mm),LH1T-156,2489,2024-02-04 20:49:39,0.028,0.02690,0.02006,0.04538
Can Wall Thickness (mm),LH1T-156,2489,2024-02-04 20:49:39,0.235,0.23552,0.23252,0.23867
Can Circularity (Dmin/Dmax) (%),LH1T-156,2489,2024-02-04 20:49:39,99.797,99.79205,99.63675,99.91488
Can Inner Diameter (mm),LH1T-157,2490,2024-02-04 20:58:51,20.550,20.54647,20.52037,20.62117
Can Outer Diameter (mm),LH1T-157,2490,2024-02-04 20:58:51,21.014,21.01205,20.99032,21.09021
Can Max Denting (mm),LH1T-157,2490,2024-02-04 20:58:51,0.039,0.03874,0.02703,0.05696
Can Wall Thickness (mm),LH1T-157,2490,2024-02-04 20:58:51,0.232,0.23233,0.23047,0.23498
Can Circularity (Dmin/Dmax) (%),LH1T-157,2490,2024-02-04 20:58:51,99.460,99.44565,99.27716,99.78881
Can Inner Diameter (mm),LH1T-158,2491,2024-02-04 21:08:13,20.550,20.54801,20.52110,20.58879
Can Max Denting (mm),LH1T-158,2491,2024-02-04 21:08:13,0.036,0.03454,0.02193,0.05959
Can Wall Thickness (mm),LH1T-158,2491,2024-02-04 21:08:13,0.233,0.23247,0.23106,0.23584
Can Circularity (Dmin/Dmax) (%),LH1T-158,2491,2024-02-04 21:08:13,99.611,99.58060,99.46008,99.92409
Can Outer Diameter (mm),LH1T-158,2491,2024-02-04 21:08:13,21.015,21.01323,20.99278,21.05882
Can Inner Diameter (mm),LH1T-159,2492,2024-02-04 21:17:30,20.543,20.53855,20.52033,20.58762
Can Outer Diameter (mm),LH1T-159,2492,2024-02-04 21:17:30,21.014,21.01195,20.99038,21.05747
Can Max Denting (mm),LH1T-159,2492,2024-02-04 21:17:30,0.046,0.04382,0.03104,0.07267
Can Wall Thickness (mm),LH1T-159,2492,2024-02-04 21:17:30,0.235,0.23652,0.23006,0.23999
Can Circularity (Dmin/Dmax) (%),LH1T-159,2492,2024-02-04 21:17:30,99.160,99.08283,98.82077,99.72669
Can Inner Diameter (mm),LH1T-160,2493,2024-02-04 21:26:44,20.549,20.54538,20.51823,20.59311
Can Outer Diameter (mm),LH1T-160,2493,2024-02-04 21:26:44,21.017,21.01669,20.99070,21.06268
Can Max Denting (mm),LH1T-160,2493,2024-02-04 21:26:44,0.043,0.04325,0.02787,0.06479
Can Circularity (Dmin/Dmax) (%),LH1T-160,2493,2024-02-04 21:26:44,99.426,99.37789,99.18214,99.80361
Can Wall Thickness (mm),LH1T-160,2493,2024-02-04 21:26:44,0.234,0.23429,0.23129,0.23625
Can Inner Diameter (mm),LH1T-161,2494,2024-02-04 21:35:59,20.549,20.54656,20.52036,20.60301
Can Outer Diameter (mm),LH1T-161,2494,2024-02-04 21:35:59,21.017,21.01544,20.99239,21.07314
Can Max Denting (mm),LH1T-161,2494,2024-02-04 21:35:59,0.044,0.04044,0.02266,0.08531
Can Wall Thickness (mm),LH1T-161,2494,2024-02-04 21:35:59,0.234,0.23397,0.23092,0.23607
Can Circularity (Dmin/Dmax) (%),LH1T-161,2494,2024-02-04 21:35:59,99.386,99.35073,99.12574,99.78419
Can Inner Diameter (mm),LH1T-162,2495,2024-02-04 21:45:12,20.548,20.54802,20.51894,20.58888
Can Outer Diameter (mm),LH1T-162,2495,2024-02-04 21:45:12,21.014,21.01213,20.98944,21.06001
Can Max Denting (mm),LH1T-162,2495,2024-02-04 21:45:12,0.036,0.03109,0.01972,0.09653
Can Wall Thickness (mm),LH1T-162,2495,2024-02-04 21:45:12,0.233,0.23293,0.23065,0.23621
Can Circularity (Dmin/Dmax) (%),LH1T-162,2495,2024-02-04 21:45:12,99.898,99.90489,99.81140,99.96226
Can Inner Diameter (mm),LH1T-163,2496,2024-02-04 21:54:22,20.550,20.55016,20.51878,20.58942
Can Outer Diameter (mm),LH1T-163,2496,2024-02-04 21:54:22,21.016,21.01445,20.99128,21.05964
Can Max Denting (mm),LH1T-163,2496,2024-02-04 21:54:22,0.026,0.02499,0.01817,0.04534
Can Wall Thickness (mm),LH1T-163,2496,2024-02-04 21:54:22,0.233,0.23261,0.23115,0.23625
Can Circularity (Dmin/Dmax) (%),LH1T-163,2496,2024-02-04 21:54:22,99.804,99.79754,99.69448,99.97173
Can Inner Diameter (mm),LH1T-164,2497,2024-02-04 22:03:39,20.546,20.54415,20.51572,20.58892
Can Outer Diameter (mm),LH1T-164,2497,2024-02-04 22:03:39,21.017,21.01559,20.99305,21.06095
Can Max Denting (mm),LH1T-164,2497,2024-02-04 22:03:39,0.035,0.03435,0.01939,0.06168
Can Wall Thickness (mm),LH1T-164,2497,2024-02-04 22:03:39,0.235,0.23529,0.23352,0.23889
Can Circularity (Dmin/Dmax) (%),LH1T-164,2497,2024-02-04 22:03:39,99.560,99.52965,99.40619,99.90629
Can Inner Diameter (mm),LH1T-165,2498,2024-02-04 22:12:54,20.546,20.54406,20.51803,20.59115
Can Outer Diameter (mm),LH1T-165,2498,2024-02-04 22:12:54,21.014,21.01284,20.98962,21.06282
Can Max Denting (mm),LH1T-165,2498,2024-02-04 22:12:54,0.033,0.03391,0.02301,0.04275
Can Wall Thickness (mm),LH1T-165,2498,2024-02-04 22:12:54,0.234,0.23429,0.23201,0.23602
Can Circularity (Dmin/Dmax) (%),LH1T-165,2498,2024-02-04 22:12:54,99.604,99.57297,99.47045,99.83212
Can Inner Diameter (mm),LH1T-166,2499,2024-02-04 22:22:09,20.545,20.54293,20.51527,20.58920
Can Outer Diameter (mm),LH1T-166,2499,2024-02-04 22:22:09,21.014,21.01314,20.99058,21.06069
Can Max Denting (mm),LH1T-166,2499,2024-02-04 22:22:09,0.034,0.03165,0.02134,0.05878
Can Circularity (Dmin/Dmax) (%),LH1T-166,2499,2024-02-04 22:22:09,99.546,99.53112,99.40267,99.82945
Can Wall Thickness (mm),LH1T-166,2499,2024-02-04 22:22:09,0.235,0.23511,0.23165,0.23766
Can Outer Diameter (mm),LH1T-167,2500,2024-02-04 22:31:26,21.018,21.01677,20.99312,21.05850
Can Max Denting (mm),LH1T-167,2500,2024-02-04 22:31:26,0.046,0.04388,0.02756,0.08148
Can Wall Thickness (mm),LH1T-167,2500,2024-02-04 22:31:26,0.234,0.23484,0.23115,0.23680
Can Inner Diameter (mm),LH1T-167,2500,2024-02-04 22:31:26,20.549,20.54808,20.51980,20.58710
Can Circularity (Dmin/Dmax) (%),LH1T-167,2500,2024-02-04 22:31:26,99.358,99.31177,99.12160,99.73645
Can Inner Diameter (mm),LH1T-168,2501,2024-02-04 22:40:43,20.550,20.54758,20.52057,20.58954
Can Outer Diameter (mm),LH1T-168,2501,2024-02-04 22:40:43,21.018,21.01633,20.99479,21.06175
Can Max Denting (mm),LH1T-168,2501,2024-02-04 22:40:43,0.050,0.05031,0.03230,0.07839
Can Circularity (Dmin/Dmax) (%),LH1T-168,2501,2024-02-04 22:40:43,99.286,99.24651,99.02224,99.74043
Can Wall Thickness (mm),LH1T-168,2501,2024-02-04 22:40:43,0.234,0.23438,0.23224,0.23730
Can Inner Diameter (mm),LH1T-169,2502,2024-02-04 22:50:00,20.546,20.54400,20.51850,20.59740
Can Max Denting (mm),LH1T-169,2502,2024-02-04 22:50:00,0.034,0.03293,0.02172,0.04983
Can Wall Thickness (mm),LH1T-169,2502,2024-02-04 22:50:00,0.235,0.23557,0.23270,0.23744
Can Outer Diameter (mm),LH1T-169,2502,2024-02-04 22:50:00,21.016,21.01470,20.99200,21.06854
Can Circularity (Dmin/Dmax) (%),LH1T-169,2502,2024-02-04 22:50:00,99.513,99.48070,99.31432,99.87570
Can Inner Diameter (mm),LH1T-170,2503,2024-02-04 22:59:18,20.547,20.54531,20.51751,20.58875
Can Outer Diameter (mm),LH1T-170,2503,2024-02-04 22:59:18,21.018,21.01636,20.99082,21.06735
Can Max Denting (mm),LH1T-170,2503,2024-02-04 22:59:18,0.037,0.03607,0.02470,0.04975
Can Circularity (Dmin/Dmax) (%),LH1T-170,2503,2024-02-04 22:59:18,99.682,99.67831,99.57187,99.87273
Can Wall Thickness (mm),LH1T-170,2503,2024-02-04 22:59:18,0.235,0.23543,0.23293,0.23930
Can Inner Diameter (mm),LH1T-171,2504,2024-02-04 23:08:32,20.548,20.54565,20.52221,20.59666
Can Outer Diameter (mm),LH1T-171,2504,2024-02-04 23:08:32,21.018,21.01507,20.99429,21.06941
Can Max Denting (mm),LH1T-171,2504,2024-02-04 23:08:32,0.049,0.04596,0.03125,0.08200
Can Circularity (Dmin/Dmax) (%),LH1T-171,2504,2024-02-04 23:08:32,99.253,99.21773,98.97162,99.75791
Can Wall Thickness (mm),LH1T-171,2504,2024-02-04 23:08:32,0.235,0.23502,0.23124,0.23844
Can Inner Diameter (mm),LH1T-172,2505,2024-02-04 23:17:49,20.546,20.54569,20.52057,20.58492
Can Outer Diameter (mm),LH1T-172,2505,2024-02-04 23:17:49,21.018,21.01673,20.99343,21.05814
Can Max Denting (mm),LH1T-172,2505,2024-02-04 23:17:49,0.040,0.03928,0.02412,0.06616
Can Circularity (Dmin/Dmax) (%),LH1T-172,2505,2024-02-04 23:17:49,99.615,99.60820,99.42977,99.93880
Can Wall Thickness (mm),LH1T-172,2505,2024-02-04 23:17:49,0.236,0.23589,0.23224,0.24012
Can Inner Diameter (mm),LH1T-173,2506,2024-02-04 23:27:03,20.554,20.55295,20.52091,20.61037
Can Outer Diameter (mm),LH1T-173,2506,2024-02-04 23:27:03,21.017,21.01460,20.99340,21.08242
Can Max Denting (mm),LH1T-173,2506,2024-02-04 23:27:03,0.026,0.02417,0.01816,0.03904
Can Wall Thickness (mm),LH1T-173,2506,2024-02-04 23:27:03,0.232,0.23160,0.23069,0.23625
Can Circularity (Dmin/Dmax) (%),LH1T-173,2506,2024-02-04 23:27:03,99.878,99.87465,99.80499,99.97580
Can Inner Diameter (mm),LH1T-174,2507,2024-02-04 23:36:22,20.551,20.55088,20.52101,20.58330
Can Outer Diameter (mm),LH1T-174,2507,2024-02-04 23:36:22,21.016,21.01509,20.99259,21.05462
Can Max Denting (mm),LH1T-174,2507,2024-02-04 23:36:22,0.036,0.03535,0.02062,0.06562
Can Circularity (Dmin/Dmax) (%),LH1T-174,2507,2024-02-04 23:36:22,99.591,99.58913,99.45708,99.83639
Can Wall Thickness (mm),LH1T-174,2507,2024-02-04 23:36:22,0.233,0.23261,0.23110,0.23580
Can Inner Diameter (mm),LH1T-175,2508,2024-02-04 23:45:37,20.546,20.54676,20.51580,20.58828
Can Outer Diameter (mm),LH1T-175,2508,2024-02-04 23:45:37,21.016,21.01471,20.99168,21.06014
Can Max Denting (mm),LH1T-175,2508,2024-02-04 23:45:37,0.042,0.04157,0.02688,0.07251
Can Circularity (Dmin/Dmax) (%),LH1T-175,2508,2024-02-04 23:45:37,99.744,99.73811,99.61092,99.87844
Can Wall Thickness (mm),LH1T-175,2508,2024-02-04 23:45:37,0.235,0.23529,0.23283,0.23794
Can Inner Diameter (mm),LH1T-176,2509,2024-02-04 23:54:55,20.548,20.54778,20.52075,20.59554
Can Outer Diameter (mm),LH1T-176,2509,2024-02-04 23:54:55,21.016,21.01499,20.99076,21.06684
Can Max Denting (mm),LH1T-176,2509,2024-02-04 23:54:55,0.040,0.03933,0.02136,0.07114
Can Wall Thickness (mm),LH1T-176,2509,2024-02-04 23:54:55,0.234,0.23397,0.23138,0.23716
Can Circularity (Dmin/Dmax) (%),LH1T-176,2509,2024-02-04 23:54:55,99.564,99.55070,99.37577,99.86215
Can Outer Diameter (mm),LH1T-177,2510,2024-02-05 00:04:13,21.017,21.01654,20.99331,21.05824
Can Max Denting (mm),LH1T-177,2510,2024-02-05 00:04:13,0.034,0.03263,0.02144,0.05768
Can Wall Thickness (mm),LH1T-177,2510,2024-02-05 00:04:13,0.234,0.23470,0.23201,0.23634
Can Inner Diameter (mm),LH1T-177,2510,2024-02-05 00:04:13,20.548,20.54623,20.52118,20.58556
Can Circularity (Dmin/Dmax) (%),LH1T-177,2510,2024-02-05 00:04:13,99.768,99.76050,99.64465,99.99719
Can Inner Diameter (mm),LH1T-178,2511,2024-02-05 00:13:29,20.549,20.54851,20.51849,20.59569
Can Outer Diameter (mm),LH1T-178,2511,2024-02-05 00:13:29,21.019,21.01802,20.99318,21.06763
Can Max Denting (mm),LH1T-178,2511,2024-02-05 00:13:29,0.034,0.03337,0.02052,0.05041
Can Circularity (Dmin/Dmax) (%),LH1T-178,2511,2024-02-05 00:13:29,99.766,99.75066,99.64669,99.95283
Can Wall Thickness (mm),LH1T-178,2511,2024-02-05 00:13:29,0.235,0.23502,0.23233,0.23785
Can Inner Diameter (mm),LH1T-179,2512,2024-02-05 00:22:45,20.548,20.54821,20.52263,20.58377
Can Outer Diameter (mm),LH1T-179,2512,2024-02-05 00:22:45,21.018,21.01657,20.99477,21.05672
Can Max Denting (mm),LH1T-179,2512,2024-02-05 00:22:45,0.047,0.04606,0.02787,0.06934
Can Circularity (Dmin/Dmax) (%),LH1T-179,2512,2024-02-05 00:22:45,99.255,99.17141,98.97321,99.81317
Can Wall Thickness (mm),LH1T-179,2512,2024-02-05 00:22:45,0.235,0.23498,0.23156,0.23803
Can Inner Diameter (mm),LH1T-180,2513,2024-02-05 00:32:49,20.552,20.55016,20.52239,20.58673
Can Outer Diameter (mm),LH1T-180,2513,2024-02-05 00:32:49,21.018,21.01647,20.99445,21.05821
Can Max Denting (mm),LH1T-180,2513,2024-02-05 00:32:49,0.041,0.04090,0.02371,0.07160
Can Circularity (Dmin/Dmax) (%),LH1T-180,2513,2024-02-05 00:32:49,99.432,99.41501,99.22317,99.74721
Can Wall Thickness (mm),LH1T-180,2513,2024-02-05 00:32:49,0.233,0.23288,0.23088,0.23680
Can Inner Diameter (mm),LH1T-181,2514,2024-02-05 00:42:05,20.550,20.54992,20.51680,20.59176
Can Max Denting (mm),LH1T-181,2514,2024-02-05 00:42:05,0.035,0.03378,0.02493,0.05532
Can Wall Thickness (mm),LH1T-181,2514,2024-02-05 00:42:05,0.234,0.23443,0.23279,0.23921
Can Circularity (Dmin/Dmax) (%),LH1T-181,2514,2024-02-05 00:42:05,99.639,99.61725,99.50245,99.90538
Can Outer Diameter (mm),LH1T-181,2514,2024-02-05 00:42:05,21.019,21.01778,20.99515,21.06280
Can Inner Diameter (mm),LH1T-182,2515,2024-02-05 00:51:16,20.552,20.55000,20.52115,20.58864
Can Outer Diameter (mm),LH1T-182,2515,2024-02-05 00:51:16,21.017,21.01622,20.99319,21.05759
Can Max Denting (mm),LH1T-182,2515,2024-02-05 00:51:16,0.040,0.03982,0.01932,0.06175
Can Wall Thickness (mm),LH1T-182,2515,2024-02-05 00:51:16,0.233,0.23265,0.23092,0.23639
Can Circularity (Dmin/Dmax) (%),LH1T-182,2515,2024-02-05 00:51:16,99.713,99.69107,99.57739,99.91177
Can Inner Diameter (mm),LH1T-183,2516,2024-02-05 01:00:34,20.550,20.54471,20.52265,20.59155
Can Outer Diameter (mm),LH1T-183,2516,2024-02-05 01:00:34,21.018,21.01617,20.99375,21.06040
Can Max Denting (mm),LH1T-183,2516,2024-02-05 01:00:34,0.052,0.05164,0.02692,0.07268
Can Wall Thickness (mm),LH1T-183,2516,2024-02-05 01:00:34,0.234,0.23438,0.23101,0.23602
Can Circularity (Dmin/Dmax) (%),LH1T-183,2516,2024-02-05 01:00:34,99.076,98.99164,98.72702,99.74801
Can Outer Diameter (mm),LH1T-184,2517,2024-02-05 01:09:50,21.018,21.01663,20.99383,21.06043
Can Max Denting (mm),LH1T-184,2517,2024-02-05 01:09:50,0.058,0.05685,0.03591,0.08286
Can Circularity (Dmin/Dmax) (%),LH1T-184,2517,2024-02-05 01:09:50,99.161,99.11651,98.87969,99.69394
Can Inner Diameter (mm),LH1T-184,2517,2024-02-05 01:09:50,20.550,20.54734,20.52090,20.58858
Can Wall Thickness (mm),LH1T-184,2517,2024-02-05 01:09:50,0.234,0.23475,0.23160,0.23671
Can Inner Diameter (mm),LH1T-185,2518,2024-02-05 01:19:08,20.549,20.54823,20.52261,20.60075
