metric,sn,scan_id,scan_processed_date,mean,median,min,max
Core Circularity (Dmin/Dmax) (%),LH1T-117,2450,2024-02-04 14:56:09,90.843,90.76488,89.32806,93.30237
Core Effective Diameter (mm),LH1T-117,2450,2024-02-04 14:56:09,3.955,3.95591,3.93943,3.97188
Core Circularity (MCC) (%),LH1T-117,2450,2024-02-04 14:56:09,83.182,83.16130,81.25141,84.42581
Core Concentricity (mm),LH1T-117,2450,2024-02-04 14:56:09,0.077,0.07516,0.04312,0.11597
Core Area (mm²),LH1T-118,2451,2024-02-04 15:05:18,12.227,12.24010,12.09755,12.33545
Core Circularity (MCC) (%),LH1T-118,2451,2024-02-04 15:05:18,81.897,81.81308,80.47545,84.08482
Core Circularity (Dmin/Dmax) (%),LH1T-118,2451,2024-02-04 15:05:18,89.262,89.10953,87.95712,91.83302
Core Effective Diameter (mm),LH1T-118,2451,2024-02-04 15:05:18,3.946,3.94801,3.92463,3.96299
Core Concentricity (mm),LH1T-118,2451,2024-02-04 15:05:18,0.073,0.07613,0.04834,0.09746
Core Circularity (MCC) (%),LH1T-119,2452,2024-02-04 15:14:30,83.686,83.83236,81.43839,84.54131
Core Circularity (Dmin/Dmax) (%),LH1T-119,2452,2024-02-04 15:14:30,93.772,93.83481,91.99084,96.17896
Core Area (mm²),LH1T-119,2452,2024-02-04 15:14:30,12.479,12.48808,12.41210,12.54429
Core Concentricity (mm),LH1T-119,2452,2024-02-04 15:14:30,0.166,0.14866,0.12816,0.21402
Core Effective Diameter (mm),LH1T-119,2452,2024-02-04 15:14:30,3.986,3.98735,3.97538,3.99618
Core Area (mm²),LH1T-120,2453,2024-02-04 15:23:46,12.397,12.40255,12.33168,12.44774
Core Circularity (MCC) (%),LH1T-120,2453,2024-02-04 15:23:46,82.310,82.67228,79.91567,84.64352
Core Circularity (Dmin/Dmax) (%),LH1T-120,2453,2024-02-04 15:23:46,89.845,89.81584,88.94536,91.00950
Core Effective Diameter (mm),LH1T-120,2453,2024-02-04 15:23:46,3.973,3.97361,3.96265,3.98146
Core Concentricity (mm),LH1T-120,2453,2024-02-04 15:23:46,0.128,0.12353,0.10690,0.15164
Core Area (mm²),LH1T-121,2454,2024-02-04 15:32:55,12.350,12.35871,12.25382,12.41735
Core Circularity (MCC) (%),LH1T-121,2454,2024-02-04 15:32:55,82.083,82.30904,79.56156,84.60298
Core Circularity (Dmin/Dmax) (%),LH1T-121,2454,2024-02-04 15:32:55,92.736,92.62893,91.83804,94.03158
Core Effective Diameter (mm),LH1T-121,2454,2024-02-04 15:32:55,3.965,3.96659,3.94974,3.97602
Core Concentricity (mm),LH1T-121,2454,2024-02-04 15:32:55,0.105,0.10971,0.05621,0.17880
Core Area (mm²),LH1T-122,2455,2024-02-04 15:42:06,12.306,12.32603,12.17703,12.38682
Core Circularity (MCC) (%),LH1T-122,2455,2024-02-04 15:42:06,82.669,83.33803,78.30326,84.32705
Core Circularity (Dmin/Dmax) (%),LH1T-122,2455,2024-02-04 15:42:06,91.682,91.51226,89.63930,95.19328
Core Effective Diameter (mm),LH1T-122,2455,2024-02-04 15:42:06,3.958,3.96156,3.93731,3.97137
Core Concentricity (mm),LH1T-122,2455,2024-02-04 15:42:06,0.108,0.10015,0.08474,0.15761
Core Area (mm²),LH1T-123,2456,2024-02-04 15:51:22,12.323,12.32025,12.26928,12.43644
Core Circularity (MCC) (%),LH1T-123,2456,2024-02-04 15:51:22,83.433,83.43992,82.42708,84.50651
Core Circularity (Dmin/Dmax) (%),LH1T-123,2456,2024-02-04 15:51:22,92.435,92.36445,91.52876,93.75993
Core Concentricity (mm),LH1T-123,2456,2024-02-04 15:51:22,0.108,0.10869,0.09136,0.11995
Core Effective Diameter (mm),LH1T-123,2456,2024-02-04 15:51:22,3.961,3.96045,3.95273,3.97921
Core Area (mm²),LH1T-124,2457,2024-02-04 16:00:38,12.303,12.30465,12.27130,12.34768
Core Circularity (MCC) (%),LH1T-124,2457,2024-02-04 16:00:38,80.799,80.87096,78.40606,84.05753
Core Circularity (Dmin/Dmax) (%),LH1T-124,2457,2024-02-04 16:00:38,90.043,89.95684,89.31878,91.30301
Core Effective Diameter (mm),LH1T-124,2457,2024-02-04 16:00:38,3.958,3.95798,3.95267,3.96473
Core Concentricity (mm),LH1T-124,2457,2024-02-04 16:00:38,0.178,0.17388,0.12824,0.24999
Core Area (mm²),LH1T-125,2458,2024-02-04 16:09:50,12.387,12.38480,12.34943,12.43684
Core Circularity (MCC) (%),LH1T-125,2458,2024-02-04 16:09:50,83.173,83.26646,80.77198,84.67806
Core Circularity (Dmin/Dmax) (%),LH1T-125,2458,2024-02-04 16:09:50,92.716,92.46627,91.74534,94.18045
Core Effective Diameter (mm),LH1T-125,2458,2024-02-04 16:09:50,3.971,3.97085,3.96527,3.97878
Core Concentricity (mm),LH1T-125,2458,2024-02-04 16:09:50,0.187,0.18116,0.15671,0.21709
Core Area (mm²),LH1T-126,2459,2024-02-04 16:19:04,12.373,12.37418,12.32792,12.43927
Core Circularity (MCC) (%),LH1T-126,2459,2024-02-04 16:19:04,82.636,83.13025,78.95778,84.01807
Core Circularity (Dmin/Dmax) (%),LH1T-126,2459,2024-02-04 16:19:04,92.115,92.06968,90.81592,93.76775
Core Concentricity (mm),LH1T-126,2459,2024-02-04 16:19:04,0.159,0.14587,0.12972,0.19496
Core Effective Diameter (mm),LH1T-126,2459,2024-02-04 16:19:04,3.969,3.96918,3.96149,3.97971
Core Circularity (MCC) (%),LH1T-127,2460,2024-02-04 16:28:13,81.951,82.18206,80.17175,83.25603
Core Circularity (Dmin/Dmax) (%),LH1T-127,2460,2024-02-04 16:28:13,88.510,88.81057,87.15609,90.14289
Core Concentricity (mm),LH1T-127,2460,2024-02-04 16:28:13,0.133,0.12456,0.09094,0.17312
Core Area (mm²),LH1T-127,2460,2024-02-04 16:28:13,12.307,12.31393,12.19357,12.38211
Core Effective Diameter (mm),LH1T-127,2460,2024-02-04 16:28:13,3.959,3.95973,3.94051,3.97092
Core Area (mm²),LH1T-128,2461,2024-02-04 16:37:23,12.422,12.42219,12.36557,12.51915
Core Circularity (MCC) (%),LH1T-128,2461,2024-02-04 16:37:23,81.518,81.46189,78.72927,83.93025
Core Concentricity (mm),LH1T-128,2461,2024-02-04 16:37:23,0.133,0.13575,0.10258,0.17568
Core Circularity (Dmin/Dmax) (%),LH1T-128,2461,2024-02-04 16:37:23,90.524,90.61504,89.78390,91.74061
Core Effective Diameter (mm),LH1T-128,2461,2024-02-04 16:37:23,3.977,3.97720,3.96797,3.99229
Core Area (mm²),LH1T-129,2462,2024-02-04 16:46:38,12.375,12.37418,12.33410,12.46993
Core Circularity (Dmin/Dmax) (%),LH1T-129,2462,2024-02-04 16:46:38,91.988,91.94759,91.31035,93.17765
Core Effective Diameter (mm),LH1T-129,2462,2024-02-04 16:46:38,3.970,3.96940,3.96300,3.98489
Core Circularity (MCC) (%),LH1T-129,2462,2024-02-04 16:46:38,83.662,83.65200,82.61701,85.02273
Core Concentricity (mm),LH1T-129,2462,2024-02-04 16:46:38,0.180,0.18781,0.14809,0.22724
Core Area (mm²),LH1T-130,2463,2024-02-04 16:55:52,12.324,12.32563,12.26686,12.38978
Core Concentricity (mm),LH1T-130,2463,2024-02-04 16:55:52,0.088,0.09100,0.02237,0.18598
Core Circularity (Dmin/Dmax) (%),LH1T-130,2463,2024-02-04 16:55:52,87.780,87.57273,86.96062,89.26025
Core Circularity (MCC) (%),LH1T-130,2463,2024-02-04 16:55:52,80.175,79.98985,77.70670,83.00399
Core Effective Diameter (mm),LH1T-130,2463,2024-02-04 16:55:52,3.961,3.96114,3.95161,3.97191
Core Area (mm²),LH1T-131,2464,2024-02-04 17:05:02,12.440,12.45540,12.33948,12.50503
Core Circularity (MCC) (%),LH1T-131,2464,2024-02-04 17:05:02,82.963,82.91518,81.39348,84.47552
Core Circularity (Dmin/Dmax) (%),LH1T-131,2464,2024-02-04 17:05:02,94.061,94.43411,92.29463,95.49027
Core Effective Diameter (mm),LH1T-131,2464,2024-02-04 17:05:02,3.980,3.98249,3.96374,3.99044
Core Concentricity (mm),LH1T-131,2464,2024-02-04 17:05:02,0.054,0.04524,0.02925,0.09307
Core Area (mm²),LH1T-132,2465,2024-02-04 17:14:22,12.284,12.28219,12.20204,12.37095
Core Circularity (MCC) (%),LH1T-132,2465,2024-02-04 17:14:22,83.352,83.50461,81.76907,84.18732
Core Circularity (Dmin/Dmax) (%),LH1T-132,2465,2024-02-04 17:14:22,90.450,90.03158,89.29452,92.94409
Core Concentricity (mm),LH1T-132,2465,2024-02-04 17:14:22,0.177,0.17607,0.16507,0.19180
Core Effective Diameter (mm),LH1T-132,2465,2024-02-04 17:14:22,3.955,3.95466,3.94199,3.96934
Core Area (mm²),LH1T-133,2466,2024-02-04 17:23:33,12.338,12.34715,12.25503,12.42474
Core Circularity (MCC) (%),LH1T-133,2466,2024-02-04 17:23:33,83.512,83.47059,82.53037,84.63703
Core Circularity (Dmin/Dmax) (%),LH1T-133,2466,2024-02-04 17:23:33,92.568,92.29370,91.77126,94.06317
Core Effective Diameter (mm),LH1T-133,2466,2024-02-04 17:23:33,3.964,3.96520,3.94988,3.97748
Core Concentricity (mm),LH1T-133,2466,2024-02-04 17:23:33,0.183,0.17159,0.10982,0.24351
Core Area (mm²),LH1T-134,2467,2024-02-04 17:32:49,12.267,12.26673,12.22074,12.31272
Core Circularity (MCC) (%),LH1T-134,2467,2024-02-04 17:32:49,82.498,83.37219,79.05259,84.28683
Core Circularity (Dmin/Dmax) (%),LH1T-134,2467,2024-02-04 17:32:49,91.600,91.71090,90.00315,93.42884
Core Concentricity (mm),LH1T-134,2467,2024-02-04 17:32:49,0.092,0.09668,0.06643,0.12545
Core Effective Diameter (mm),LH1T-134,2467,2024-02-04 17:32:49,3.952,3.95167,3.94478,3.95917
Core Area (mm²),LH1T-135,2468,2024-02-04 17:42:04,12.373,12.38722,12.30183,12.43994
Core Circularity (MCC) (%),LH1T-135,2468,2024-02-04 17:42:04,82.602,82.62550,80.11062,85.03893
Core Circularity (Dmin/Dmax) (%),LH1T-135,2468,2024-02-04 17:42:04,92.204,92.43547,90.40706,95.01415
Core Concentricity (mm),LH1T-135,2468,2024-02-04 17:42:04,0.173,0.16079,0.13677,0.20983
Core Effective Diameter (mm),LH1T-135,2468,2024-02-04 17:42:04,3.969,3.97135,3.95753,3.97970
Core Area (mm²),LH1T-136,2469,2024-02-04 17:51:12,12.323,12.32200,12.26538,12.36813
Core Circularity (Dmin/Dmax) (%),LH1T-136,2469,2024-02-04 17:51:12,91.341,91.36395,89.54715,93.86936
Core Circularity (MCC) (%),LH1T-136,2469,2024-02-04 17:51:12,82.433,82.75744,80.09746,84.27263
Core Concentricity (mm),LH1T-136,2469,2024-02-04 17:51:12,0.216,0.19991,0.15221,0.29463
Core Effective Diameter (mm),LH1T-136,2469,2024-02-04 17:51:12,3.961,3.96069,3.95133,3.96753
Core Circularity (MCC) (%),LH1T-137,2470,2024-02-04 18:00:25,82.261,82.46861,79.51757,83.72365
Core Circularity (Dmin/Dmax) (%),LH1T-137,2470,2024-02-04 18:00:25,90.343,90.27230,89.43152,91.67533
Core Effective Diameter (mm),LH1T-137,2470,2024-02-04 18:00:25,3.976,3.97577,3.96700,3.98568
Core Concentricity (mm),LH1T-137,2470,2024-02-04 18:00:25,0.099,0.10619,0.06880,0.14288
Core Area (mm²),LH1T-137,2470,2024-02-04 18:00:25,12.414,12.41412,12.35858,12.47558
Core Area (mm²),LH1T-138,2471,2024-02-04 18:09:34,12.392,12.40054,12.30371,12.44384
Core Circularity (MCC) (%),LH1T-138,2471,2024-02-04 18:09:34,83.363,83.19078,82.12892,84.36029
Core Circularity (Dmin/Dmax) (%),LH1T-138,2471,2024-02-04 18:09:34,92.635,92.63655,92.11948,93.19633
Core Effective Diameter (mm),LH1T-138,2471,2024-02-04 18:09:34,3.972,3.97361,3.95809,3.98067
Core Concentricity (mm),LH1T-138,2471,2024-02-04 18:09:34,0.059,0.05985,0.04088,0.07402
Core Area (mm²),LH1T-139,2472,2024-02-04 18:18:52,12.531,12.52896,12.50140,12.57428
Core Circularity (MCC) (%),LH1T-139,2472,2024-02-04 18:18:52,83.552,83.66020,80.07861,85.22776
Core Circularity (Dmin/Dmax) (%),LH1T-139,2472,2024-02-04 18:18:52,93.158,92.95243,91.93800,95.02466
Core Concentricity (mm),LH1T-139,2472,2024-02-04 18:18:52,0.103,0.09835,0.06162,0.18597
Core Effective Diameter (mm),LH1T-139,2472,2024-02-04 18:18:52,3.994,3.99417,3.98963,4.00100
Core Area (mm²),LH1T-140,2473,2024-02-04 18:28:06,12.280,12.28260,12.23943,12.31917
Core Circularity (MCC) (%),LH1T-140,2473,2024-02-04 18:28:06,82.199,82.25577,79.63669,84.19012
Core Circularity (Dmin/Dmax) (%),LH1T-140,2473,2024-02-04 18:28:06,90.758,90.59587,89.91053,92.24486
Core Concentricity (mm),LH1T-140,2473,2024-02-04 18:28:06,0.091,0.09598,0.07153,0.11505
Core Effective Diameter (mm),LH1T-140,2473,2024-02-04 18:28:06,3.954,3.95474,3.94748,3.96100
Core Area (mm²),LH1T-141,2474,2024-02-05 08:46:30,12.333,12.34500,12.24817,12.38655
Core Circularity (MCC) (%),LH1T-141,2474,2024-02-05 08:46:30,82.464,83.24397,78.33633,84.57716
Core Circularity (Dmin/Dmax) (%),LH1T-141,2474,2024-02-05 08:46:30,91.761,91.51818,89.63697,94.52367
Core Concentricity (mm),LH1T-141,2474,2024-02-05 08:46:30,0.089,0.07731,0.03005,0.17420
Core Effective Diameter (mm),LH1T-141,2474,2024-02-05 08:46:30,3.963,3.96441,3.94900,3.97136
Core Area (mm²),LH1T-142,2475,2024-02-04 18:40:05,12.358,12.36866,12.25987,12.47141
Core Circularity (MCC) (%),LH1T-142,2475,2024-02-04 18:40:05,82.527,82.77029,79.81994,84.02064
Core Circularity (Dmin/Dmax) (%),LH1T-142,2475,2024-02-04 18:40:05,89.748,89.59922,87.95003,92.04700
Core Concentricity (mm),LH1T-142,2475,2024-02-04 18:40:05,0.143,0.13201,0.11880,0.17496
Core Effective Diameter (mm),LH1T-142,2475,2024-02-04 18:40:05,3.967,3.96832,3.95101,3.98532
Core Area (mm²),LH1T-143,2476,2024-02-04 18:49:20,12.525,12.52708,12.47181,12.57536
Core Circularity (MCC) (%),LH1T-143,2476,2024-02-04 18:49:20,82.482,82.87765,79.58708,84.67366
Core Circularity (Dmin/Dmax) (%),LH1T-143,2476,2024-02-04 18:49:20,91.240,91.37967,90.34133,92.26638
Core Effective Diameter (mm),LH1T-143,2476,2024-02-04 18:49:20,3.993,3.99345,3.98437,4.00141
Core Concentricity (mm),LH1T-143,2476,2024-02-04 18:49:20,0.112,0.10252,0.08193,0.15429
Core Area (mm²),LH1T-144,2477,2024-02-04 18:58:33,12.311,12.31837,12.24091,12.35441
Core Circularity (MCC) (%),LH1T-144,2477,2024-02-04 18:58:33,82.788,83.15881,80.16746,84.18945
Core Circularity (Dmin/Dmax) (%),LH1T-144,2477,2024-02-04 18:58:33,91.580,91.49813,91.03207,92.45316
Core Concentricity (mm),LH1T-144,2477,2024-02-04 18:58:33,0.096,0.10134,0.04666,0.17657
Core Effective Diameter (mm),LH1T-144,2477,2024-02-04 18:58:33,3.959,3.95999,3.94752,3.96585
Core Area (mm²),LH1T-145,2478,2024-02-04 19:07:50,12.303,12.30277,12.26148,12.34809
Core Circularity (MCC) (%),LH1T-145,2478,2024-02-04 19:07:50,81.542,82.09312,77.35812,83.93984
Core Circularity (Dmin/Dmax) (%),LH1T-145,2478,2024-02-04 19:07:50,91.024,91.09083,89.57291,93.28610
Core Concentricity (mm),LH1T-145,2478,2024-02-04 19:07:50,0.123,0.12342,0.10354,0.13920
Core Effective Diameter (mm),LH1T-145,2478,2024-02-04 19:07:50,3.958,3.95781,3.95099,3.96491
Core Area (mm²),LH1T-146,2479,2024-02-04 19:17:05,12.300,12.31138,12.21522,12.39031
Core Circularity (MCC) (%),LH1T-146,2479,2024-02-04 19:17:05,82.302,82.93655,78.53635,84.36885
Core Circularity (Dmin/Dmax) (%),LH1T-146,2479,2024-02-04 19:17:05,91.915,91.91980,89.98960,94.65542
Core Concentricity (mm),LH1T-146,2479,2024-02-04 19:17:05,0.061,0.05905,0.02334,0.10843
Core Effective Diameter (mm),LH1T-146,2479,2024-02-04 19:17:05,3.957,3.95952,3.94367,3.97197
Core Area (mm²),LH1T-147,2480,2024-02-04 19:26:21,12.409,12.41143,12.31864,12.49844
Core Circularity (MCC) (%),LH1T-147,2480,2024-02-04 19:26:21,83.762,83.68672,81.63101,85.29621
Core Circularity (Dmin/Dmax) (%),LH1T-147,2480,2024-02-04 19:26:21,93.160,92.98561,91.93706,95.06353
Core Effective Diameter (mm),LH1T-147,2480,2024-02-04 19:26:21,3.975,3.97524,3.96022,3.98937
Core Concentricity (mm),LH1T-147,2480,2024-02-04 19:26:21,0.094,0.09714,0.06934,0.12054
Core Area (mm²),LH1T-148,2481,2024-02-04 19:35:38,12.402,12.40094,12.36221,12.44693
Core Circularity (MCC) (%),LH1T-148,2481,2024-02-04 19:35:38,82.743,82.91212,79.07806,84.18031
Core Circularity (Dmin/Dmax) (%),LH1T-148,2481,2024-02-04 19:35:38,91.426,91.29817,90.49813,93.09777
Core Effective Diameter (mm),LH1T-148,2481,2024-02-04 19:35:38,3.974,3.97380,3.96760,3.98129
Core Concentricity (mm),LH1T-148,2481,2024-02-04 19:35:38,0.153,0.14258,0.10854,0.21588
Core Area (mm²),LH1T-149,2482,2024-02-04 19:44:51,12.368,12.37606,12.30855,12.42178
Core Circularity (Dmin/Dmax) (%),LH1T-149,2482,2024-02-04 19:44:51,91.925,91.51943,89.75904,95.47194
Core Circularity (MCC) (%),LH1T-149,2482,2024-02-04 19:44:51,83.171,83.38642,80.94962,85.05007
Core Effective Diameter (mm),LH1T-149,2482,2024-02-04 19:44:51,3.968,3.96939,3.95860,3.97703
Core Concentricity (mm),LH1T-149,2482,2024-02-04 19:44:51,0.114,0.11930,0.09141,0.12687
Core Area (mm²),LH1T-150,2483,2024-02-04 19:54:04,12.333,12.33572,12.28300,12.37229
Core Circularity (MCC) (%),LH1T-150,2483,2024-02-04 19:54:04,82.663,82.87037,79.08247,84.23918
Core Circularity (Dmin/Dmax) (%),LH1T-150,2483,2024-02-04 19:54:04,91.424,91.09236,90.37981,93.34123
Core Effective Diameter (mm),LH1T-150,2483,2024-02-04 19:54:04,3.962,3.96285,3.95409,3.96857
Core Concentricity (mm),LH1T-150,2483,2024-02-04 19:54:04,0.091,0.09483,0.04217,0.17465
Core Circularity (MCC) (%),LH1T-151,2484,2024-02-04 20:03:23,82.724,82.96984,80.06760,84.59930
Core Circularity (Dmin/Dmax) (%),LH1T-151,2484,2024-02-04 20:03:23,91.038,90.82179,89.80009,93.18719
Core Area (mm²),LH1T-151,2484,2024-02-04 20:03:23,12.347,12.35024,12.29214,12.40228
Core Effective Diameter (mm),LH1T-151,2484,2024-02-04 20:03:23,3.965,3.96554,3.95579,3.97367
Core Concentricity (mm),LH1T-151,2484,2024-02-04 20:03:23,0.150,0.15891,0.09963,0.23333
Core Area (mm²),LH1T-152,2485,2024-02-04 20:12:41,12.428,12.43187,12.35764,12.47410
Core Circularity (MCC) (%),LH1T-152,2485,2024-02-04 20:12:41,82.531,83.01023,79.08621,84.13071
Core Circularity (Dmin/Dmax) (%),LH1T-152,2485,2024-02-04 20:12:41,90.699,90.55995,89.76658,92.38923
Core Concentricity (mm),LH1T-152,2485,2024-02-04 20:12:41,0.169,0.16754,0.14807,0.19223
Core Effective Diameter (mm),LH1T-152,2485,2024-02-04 20:12:41,3.978,3.97857,3.96627,3.98515
Core Area (mm²),LH1T-153,2486,2024-02-04 20:21:54,12.290,12.28744,12.25543,12.34177
Core Circularity (MCC) (%),LH1T-153,2486,2024-02-04 20:21:54,80.552,80.51507,77.34723,83.79625
Core Circularity (Dmin/Dmax) (%),LH1T-153,2486,2024-02-04 20:21:54,88.530,88.40491,87.25293,90.50719
Core Effective Diameter (mm),LH1T-153,2486,2024-02-04 20:21:54,3.956,3.95553,3.94999,3.96398
Core Concentricity (mm),LH1T-153,2486,2024-02-04 20:21:54,0.196,0.18502,0.16000,0.22871
Core Area (mm²),LH1T-154,2487,2024-02-04 20:31:06,12.334,12.34365,12.24158,12.43819
Core Circularity (MCC) (%),LH1T-154,2487,2024-02-04 20:31:06,82.291,82.71629,78.10485,85.19117
Core Circularity (Dmin/Dmax) (%),LH1T-154,2487,2024-02-04 20:31:06,89.363,89.22919,88.07534,91.31921
Core Concentricity (mm),LH1T-154,2487,2024-02-04 20:31:06,0.084,0.08647,0.03407,0.16992
Core Effective Diameter (mm),LH1T-154,2487,2024-02-04 20:31:06,3.963,3.96427,3.94784,3.97975
Core Area (mm²),LH1T-155,2488,2024-02-04 20:40:26,12.432,12.44155,12.33195,12.47504
Core Circularity (MCC) (%),LH1T-155,2488,2024-02-04 20:40:26,81.790,81.82487,79.03387,83.97887
Core Circularity (Dmin/Dmax) (%),LH1T-155,2488,2024-02-04 20:40:26,92.323,92.31203,91.85954,93.01825
Core Concentricity (mm),LH1T-155,2488,2024-02-04 20:40:26,0.124,0.12222,0.03823,0.21715
Core Effective Diameter (mm),LH1T-155,2488,2024-02-04 20:40:26,3.978,3.98017,3.96244,3.98568
Core Area (mm²),LH1T-156,2489,2024-02-04 20:49:39,12.190,12.19397,12.14933,12.23324
Core Circularity (MCC) (%),LH1T-156,2489,2024-02-04 20:49:39,80.864,81.63790,76.50605,84.04666
Core Circularity (Dmin/Dmax) (%),LH1T-156,2489,2024-02-04 20:49:39,90.527,90.16820,89.28656,92.69403
Core Effective Diameter (mm),LH1T-156,2489,2024-02-04 20:49:39,3.940,3.94006,3.93260,3.94676
Core Concentricity (mm),LH1T-156,2489,2024-02-04 20:49:39,0.100,0.09877,0.04602,0.17692
Core Area (mm²),LH1T-157,2490,2024-02-04 20:58:51,12.417,12.42555,12.31138,12.47853
Core Circularity (MCC) (%),LH1T-157,2490,2024-02-04 20:58:51,83.010,83.02836,80.99796,84.67814
Core Circularity (Dmin/Dmax) (%),LH1T-157,2490,2024-02-04 20:58:51,92.419,92.42194,92.07513,92.78223
Core Effective Diameter (mm),LH1T-157,2490,2024-02-04 20:58:51,3.976,3.97770,3.95882,3.98578
Core Concentricity (mm),LH1T-157,2490,2024-02-04 20:58:51,0.063,0.06178,0.04272,0.09711
Core Area (mm²),LH1T-158,2491,2024-02-04 21:08:13,12.321,12.32321,12.25167,12.39811
Core Circularity (MCC) (%),LH1T-158,2491,2024-02-04 21:08:13,81.582,81.61507,76.97230,84.01851
Core Circularity (Dmin/Dmax) (%),LH1T-158,2491,2024-02-04 21:08:13,89.680,89.11741,88.18662,92.80704
Core Concentricity (mm),LH1T-158,2491,2024-02-04 21:08:13,0.133,0.14518,0.07486,0.21597
Core Effective Diameter (mm),LH1T-158,2491,2024-02-04 21:08:13,3.961,3.96079,3.94899,3.97299
Core Area (mm²),LH1T-159,2492,2024-02-04 21:17:30,12.426,12.43106,12.31070,12.55519
Core Circularity (Dmin/Dmax) (%),LH1T-159,2492,2024-02-04 21:17:30,92.862,92.83193,91.14921,95.51738
Core Concentricity (mm),LH1T-159,2492,2024-02-04 21:17:30,0.147,0.14537,0.11203,0.18737
Core Circularity (MCC) (%),LH1T-159,2492,2024-02-04 21:17:30,83.305,83.53331,80.81123,84.57838
Core Effective Diameter (mm),LH1T-159,2492,2024-02-04 21:17:30,3.977,3.97828,3.95896,3.99827
Core Circularity (MCC) (%),LH1T-160,2493,2024-02-04 21:26:44,82.100,82.37497,78.99099,83.92485
Core Circularity (Dmin/Dmax) (%),LH1T-160,2493,2024-02-04 21:26:44,89.893,89.54914,88.41158,93.33808
Core Effective Diameter (mm),LH1T-160,2493,2024-02-04 21:26:44,3.931,3.93113,3.91590,3.95756
Core Area (mm²),LH1T-160,2493,2024-02-04 21:26:44,12.134,12.13548,12.04228,12.30062
Core Concentricity (mm),LH1T-160,2493,2024-02-04 21:26:44,0.153,0.14821,0.11492,0.18610
Core Area (mm²),LH1T-161,2494,2024-02-04 21:35:59,12.308,12.31380,12.20998,12.40269
Core Circularity (MCC) (%),LH1T-161,2494,2024-02-04 21:35:59,82.349,82.70348,79.54979,83.78397
Core Circularity (Dmin/Dmax) (%),LH1T-161,2494,2024-02-04 21:35:59,91.281,91.44716,88.93460,93.84640
Core Effective Diameter (mm),LH1T-161,2494,2024-02-04 21:35:59,3.958,3.95923,3.94249,3.97391
Core Concentricity (mm),LH1T-161,2494,2024-02-04 21:35:59,0.079,0.07443,0.05875,0.11557
Core Circularity (MCC) (%),LH1T-162,2495,2024-02-04 21:45:12,83.770,83.62299,82.32790,85.08257
Core Circularity (Dmin/Dmax) (%),LH1T-162,2495,2024-02-04 21:45:12,94.639,95.01559,93.12759,95.64560
Core Concentricity (mm),LH1T-162,2495,2024-02-04 21:45:12,0.106,0.09823,0.07500,0.17127
Core Effective Diameter (mm),LH1T-162,2495,2024-02-04 21:45:12,4.000,3.99974,3.99452,4.00827
Core Area (mm²),LH1T-162,2495,2024-02-04 21:45:12,12.566,12.56554,12.53219,12.61974
Core Area (mm²),LH1T-163,2496,2024-02-04 21:54:22,12.411,12.41479,12.37862,12.44451
Core Circularity (MCC) (%),LH1T-163,2496,2024-02-04 21:54:22,82.024,82.00748,79.84626,84.13766
Core Circularity (Dmin/Dmax) (%),LH1T-163,2496,2024-02-04 21:54:22,91.445,91.12536,90.59475,93.18296
Core Effective Diameter (mm),LH1T-163,2496,2024-02-04 21:54:22,3.975,3.97545,3.96979,3.98047
Core Concentricity (mm),LH1T-163,2496,2024-02-04 21:54:22,0.109,0.11420,0.08018,0.15145
Core Area (mm²),LH1T-164,2497,2024-02-04 22:03:39,12.247,12.26148,12.11692,12.35750
Core Circularity (MCC) (%),LH1T-164,2497,2024-02-04 22:03:39,80.260,80.60386,75.96451,84.58137
Core Circularity (Dmin/Dmax) (%),LH1T-164,2497,2024-02-04 22:03:39,90.185,89.96984,88.02540,93.53512
Core Concentricity (mm),LH1T-164,2497,2024-02-04 22:03:39,0.085,0.07406,0.03693,0.13059
Core Effective Diameter (mm),LH1T-164,2497,2024-02-04 22:03:39,3.949,3.95077,3.92759,3.96637
Core Circularity (MCC) (%),LH1T-165,2498,2024-02-04 22:12:54,82.212,82.61247,79.11721,84.37428
Core Circularity (Dmin/Dmax) (%),LH1T-165,2498,2024-02-04 22:12:54,90.921,90.77407,89.90538,92.46488
Core Effective Diameter (mm),LH1T-165,2498,2024-02-04 22:12:54,3.957,3.95684,3.95011,3.96263
Core Area (mm²),LH1T-165,2498,2024-02-04 22:12:54,12.298,12.29779,12.25489,12.33303
Core Concentricity (mm),LH1T-165,2498,2024-02-04 22:12:54,0.100,0.09650,0.08554,0.11959
Core Area (mm²),LH1T-166,2499,2024-02-04 22:22:09,12.334,12.34782,12.25180,12.40551
Core Circularity (MCC) (%),LH1T-166,2499,2024-02-04 22:22:09,81.406,81.27862,77.40125,85.87885
Core Circularity (Dmin/Dmax) (%),LH1T-166,2499,2024-02-04 22:22:09,90.571,90.70987,88.66734,92.99689
Core Effective Diameter (mm),LH1T-166,2499,2024-02-04 22:22:09,3.962,3.96453,3.94905,3.97416
Core Concentricity (mm),LH1T-166,2499,2024-02-04 22:22:09,0.163,0.16579,0.09778,0.24093
Core Area (mm²),LH1T-167,2500,2024-02-04 22:31:26,12.395,12.39664,12.34809,12.45513
Core Circularity (MCC) (%),LH1T-167,2500,2024-02-04 22:31:26,82.065,82.42272,78.67524,84.51678
Core Circularity (Dmin/Dmax) (%),LH1T-167,2500,2024-02-04 22:31:26,91.165,90.94775,89.05440,94.10147
